0	file0	0.01029926845674118	0.47417375559696584	4.3723760429878484E-5	0.08891706113156611	0.13007509901115355	0.0010763676125773493	2.5015688258691145E-5	8.011627820690126E-6	0.03394990822591478	0.005678999956174846	0.003127388300580373	0.11614099930158812	3.926717642658348E-5	0.0010854865638236363	0.07300807516980083	2.532528689116053E-5	5.461171626678537E-5	5.725773160205898E-5	0.03547510933834287	0.026739268347074664
1	file1	2.5999451300648507E-5	0.13935346433975723	4.509038080146596E-5	0.21301105259318326	0.00858780672142874	5.049225456985106E-5	2.5797573184587122E-5	8.262037521998668E-6	0.5843711588117886	2.915215850250951E-5	4.6583059048235944E-5	4.553520231172058E-5	4.0494502775270956E-5	0.0016491733317145834	6.42167163255115E-5	2.6116848564755892E-5	0.0027051138247848054	0.01648157746151641	0.03340535744880985	2.7555282110095453E-5
2	file2	6.435171887879173E-5	0.28984523116477484	1.1160402871276094E-4	1.1860865548830551E-4	0.22973923074617741	0.004058623226049339	6.385204665023826E-5	0.06033639963457565	1.1618914021390744E-4	0.023674048565155772	0.017161110572745945	1.1270501459312184E-4	1.0022868669792617E-4	1.4825024723063334E-4	0.3174732902242228	0.03546748257526788	0.01062912577399305	0.001457365527726963	0.0066316672529380186	0.0026906351979066557
3	file3	7.895855855347103E-6	0.3718115418841959	6.572304497215921E-4	1.4553097621155078E-5	0.08111954895789532	0.03846665848568054	7.834546849770897E-6	0.0019331195511344435	0.006288740113783166	8.132743226524011E-4	0.13531776103144624	0.014010754323970366	0.002103792533001712	1.819007484256076E-5	0.3081127494465371	0.0012950051264336085	1.7103588964412185E-5	0.025920288841020524	0.012075589417343718	8.368351050135874E-6
4	file4	2.1387953437455486E-5	0.17128997687648306	3.7092742993189085E-5	3.942080250632006E-5	0.017959500160078735	0.18046115535245827	2.122188225016645E-5	6.796607812050632E-6	3.8616651802474716E-5	2.3981467971881518E-5	3.832066632394887E-5	3.745866693670966E-5	3.33120314661719E-5	4.927248937720347E-5	0.5992725752908273	2.1484528060872664E-5	4.632946333949308E-5	0.009200293989030987	0.02137913454882263	2.266782802112333E-5
5	file5	2.2342142222133776E-5	0.6200579259438987	0.010509233517292927	0.0027726106128122294	0.021947403707902137	0.05649296595679049	0.012768847199944464	7.09982742430013E-6	4.0339470966052054E-5	2.505136219274781E-5	9.505073189982526E-4	3.912982448736216E-5	3.479819361407553E-5	5.1470701417191026E-5	0.2731982949607172	2.2443025365429617E-5	9.588734154774106E-4	5.074125036508457E-5	2.624245178122579E-5	2.36791163304056E-5
6	file6	1.7979546700898787E-5	0.058634118423956785	0.3879929124348264	0.3872621750053973	7.72183586926092E-5	0.055719698199429304	1.7839940792541615E-5	5.713493248515129E-6	0.012121921695961825	2.0159756033574434E-5	3.221384466708315E-5	3.148921440807613E-5	2.800339112385419E-5	4.142037368921652E-5	0.07771002376156357	0.019434464634781014	3.894635137372422E-5	7.735278444285182E-4	2.111826979953635E-5	1.905545912588334E-5
7	file7	8.286968731229012E-4	0.5383092221354975	0.1864740214858227	0.027133010610757877	8.524420657870558E-5	0.012980123750365575	1.9694171490035176E-5	6.307336843318318E-6	3.583673464981873E-5	2.225510146807625E-5	0.004484229276678532	3.476211024749628E-5	3.091398079786687E-5	4.572548486023056E-5	0.18851074421958514	1.9937910079110934E-5	0.006918207296723359	0.03401671804690585	2.3313240320773866E-5	2.1036027204944376E-5
8	file8	3.511455522140662E-5	0.30554892495648983	0.09307412597365362	6.472072938293357E-5	0.01589150963109397	0.09236593531640279	3.4841900996036325E-5	1.1158611366552927E-5	6.340048177817396E-5	3.93725647407811E-5	6.291453540369622E-5	6.149931233560118E-5	5.4691402423180664E-5	8.089514287524189E-5	0.2669631444404478	3.5273110594967055E-5	0.04014329974069055	0.18539071718315558	4.124456880880722E-5	3.7215842138647366E-5
9	file9	1.6604763953291E-5	0.21249150531179548	2.8797343494463337E-5	0.020330703320967418	0.030859796778744262	3.224729471813673E-5	1.6475832829869532E-5	5.276618388581118E-6	3.6831542228671224E-4	1.861826640360759E-5	2.975065476473655E-5	2.9081432419791548E-5	2.586214809742888E-5	3.7658819453537063E-4	0.6570875360515801	1.66797406840198E-5	0.06601128870153815	0.011879435249950079	3.5783846472007565E-4	1.759840812844634E-5
10	file10	1.432240588229787E-5	0.46373290192132194	0.05021962588703024	0.09136923683460388	0.02866086697821675	0.05051443179133789	1.4211196600088416E-5	4.551336620011202E-6	2.5859573827284925E-5	1.6059148387012597E-5	2.5661367665526154E-5	2.508413127259894E-5	0.03329094510422966	3.299523695687806E-5	0.21307138900782785	1.438707691118129E-5	0.06569280949770694	0.0032426593368597074	1.682269506748537E-5	1.5179471674933555E-5
11	file11	1.1475775206027723E-5	0.02690204780365603	1.9902230552800352E-5	0.8263687465888295	0.011974505997797811	0.039539191912773615	1.1386669176360126E-5	0.003978720063489677	2.071988872570536E-5	1.2867333770884016E-5	2.0561076765236866E-5	2.009856822160186E-5	0.03439056651827893	0.0014294043673689818	0.010550597224002008	1.1527592630831046E-5	0.004701415071631081	2.6062638804868854E-5	0.03999804018228764	1.2162496030300655E-5
12	file12	0.0010226140535108997	0.3139370648174176	0.34513939674535093	3.0337883585232597E-5	0.14965226579157026	0.03289966614726587	1.633216353375463E-5	5.230606265395453E-6	7.004884054257124E-4	1.8455915082329514E-5	2.9491228994085483E-5	2.8827842269362864E-5	2.5636630112903037E-5	3.791965032778199E-5	0.10099144791370779	1.653429331099792E-5	3.565472481526733E-5	0.014458924105194622	0.040936266132285966	1.7444949973422278E-5
13	file13	3.0584776217691384E-5	0.41258242161087694	0.0449226215157998	0.005041880518133159	0.3628271178409878	0.001305774379728582	3.0347294398110347E-5	9.719150061685947E-6	0.04866393227963505	3.429350234170838E-5	5.479855786380626E-5	0.0019231316856462807	4.763620936098188E-5	0.1222154244181833	7.554212877568492E-5	3.072287794183062E-5	6.625113864530227E-5	6.946110055125003E-5	3.592401781138128E-5	3.2414997040018416E-5
14	file14	1.814573772581142E-5	0.6906809366954523	0.02997988452661655	3.344497384064786E-5	0.0019265996881472438	3.523994402860983E-5	1.80048413928746E-5	5.766304997031272E-6	0.017040504406432008	0.0022387471883605083	0.017040253289611517	3.178027985612272E-5	0.1889620883064398	0.049955827736234894	4.481862630795208E-5	1.8227672530495825E-5	0.0018879739197337328	4.121079401653826E-5	2.1313473102531246E-5	1.9231595172859042E-5
15	file15	0.014141853443374337	0.34790235204461467	2.505110026751501E-5	2.662338766354002E-5	0.19313662354694358	2.805224771845591E-5	1.4332493561124184E-5	4.590183686601973E-6	2.608029329287238E-5	1.619621818845036E-5	0.02680909289560118	0.04535073477093153	2.249774411471585E-5	3.3276861515608E-5	0.37117447900797346	1.4509875065103338E-5	0.0012085733138613825	3.280525648643594E-5	1.6966281976141936E-5	1.530903316339305E-5
16	file16	2.3587756649536303E-5	0.3619303664581796	4.0907822141360876E-5	4.3475328257453506E-5	0.04095390937778705	0.006774472964311385	5.040234862931529E-4	7.495655513829306E-6	4.258846869104733E-5	2.6448020483753567E-5	4.2262040383650806E-5	0.03897144079654094	3.673825520630271E-5	5.434028516777095E-5	0.5143204633833065	2.3694264208679187E-5	0.015911517656427964	0.0038985212191763458	0.016368747491815862	2.4999269457892006E-5
17	file17	1.873451382564558E-5	0.4775639261154243	3.24909303954279E-5	3.453016539110998E-5	0.0607755761989207	3.638337711008909E-5	0.0038358919021557144	5.953404723584522E-6	3.382577950757284E-5	2.100627087076461E-5	0.028281607651573178	0.002704923456392968	2.9179262798020432E-5	4.3159628907954724E-5	0.4157505539146809	1.8819107175023607E-5	4.058172157549515E-5	0.010730995961454085	2.2005032947429612E-5	1.985560416993381E-5
18	file18	2.01912526121358E-5	0.22753193900371807	3.5017326274000575E-5	3.721512597761288E-5	0.09635723539456388	3.921243780058933E-5	0.014008058489161538	6.416323358849444E-6	3.645596919119808E-5	2.26396545721913E-5	0.028423637047182097	0.013611974320661382	0.0012656855666320287	0.0012807530034688157	0.5702675557718917	2.0282423682946308E-5	4.373723275618274E-5	0.03501591640316118	2.371607734873322E-5	0.011952361175984982
19	file19	0.022922455305703644	0.40620307043419235	6.955815864960089E-5	0.0017083772482308606	0.10232559162330022	7.789129724607582E-5	0.020470463786054976	1.2745337398114289E-5	7.24158683299898E-5	0.015572278509232715	0.02458866176851188	0.19375297183787601	6.246838013812969E-5	0.04585709332640515	0.1512860023532063	4.028885681612673E-5	8.687931657443223E-5	9.108874304348925E-5	4.710944113383693E-5	0.014752588407956273
20	file20	3.513969719561545E-5	0.5585152217785091	6.094214487361066E-5	0.002928761677877191	0.3287942989134837	6.824307620154433E-5	3.486684775018729E-5	1.1166600917251073E-5	7.794445285724854E-4	3.940075544406658E-5	6.295958212624494E-5	0.02583749482261363	5.473056139359902E-5	0.010104934193575894	0.02228275066193052	3.529836609460965E-5	0.050196023419084516	7.980578386031311E-5	4.1274099864482194E-5	3.724248863145669E-5
